"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35"
"1",0.0543220430878437,0.0537160825157033,0.0531294343951157,0.0525614313635084,0.0520114270182295,0.0514787956902728,0.050962932160062,0.0504632513242392,0.0499791878214726,0.0495101956244513,0.0490557476044453,0.0486153350741001,0.0481884673134788,0.0477746710837734,0.0473734901325699,0.0469844846940647,0.0466072309871911,0.0462413207142228,0.0458863605620623,0.0455419717081103,0.0452077893323235,0.044883462136819,0.0445686518741587,0.0442630328852443,0.0439662916475823,0.0436781263345188,0.0433982463859092,0.0431263720905668,0.0428622341807323,0.0426055734387096,0.0423561403157406,0.0421136945631188,0.0418780048754858,0.0416488485462029,0.0414260111346485
"2",0.0496749016966605,0.0491207798311693,0.0485843182758925,0.0480649067597817,0.0475619541786299,0.0470748883881546,0.0466031559440955,0.0461462217975086,0.0457035689525855,0.0452746980935521,0.0448591271864797,0.0444563910611926,0.0440660409778563,0.0436876441822898,0.0433207834535544,0.0429650566469251,0.0426200762349524,0.0422854688489579,0.0419608748229879,0.0416459477419533,0.0413403539954308,0.0410437723383642,0.0407558934597023,0.0404764195598269,0.0402050639374626,0.0399415505866178,0.039685613803983,0.0394369978071005,0.0391954563635253,0.0389607524311133,0.0387326578095001,0.0385109528027723,0.038295425893279,0.0380858734264859,0.0378820993067349
"3",0.073833290502986,0.0730096826190953,0.072212323781904,0.0714403069273204,0.0706927534795015,0.0699688130433064,0.0692676630179961,0.0685885081443397,0.0679305799960214,0.0672931364250881,0.0666754609701102,0.066076862234758,0.0654966732436085,0.0649342507811935,0.0643889747195666,0.0638602473390085,0.0633474926458928,0.0628501556911982,0.0623677018926717,0.0618996163632172,0.0614454032476952,0.0610045850699809,0.0605767020918179,0.0601613116847367,0.0597579877160656,0.0593663199498534,0.0589859134633329,0.0586163880793954,0.0582573778154014,0.05790853034853,0.0575695064977617,0.0572399797224968,0.0569196356377314,0.0566081715456466,0.0563052959834071
"4",0.0991601393856539,0.0980540113503278,0.0969831365065056,0.0959462966421697,0.0949423118058045,0.0939700398933517,0.0930283761293995,0.0921162524589327,0.0912326368642797,0.0903765326203319,0.0895469774996885,0.0887430429380669,0.0879638331691337,0.0872084843368283,0.0864761635922666,0.0857660681814299,0.0850774245290391,0.0844094873232991,0.0837615386055444,0.0831328868682465,0.0825228661643185,0.0819308352301952,0.0813561766247566,0.0807982958857968,0.0802566207054203,0.0797306001254639,0.0792197037537919,0.0787234210020934,0.0782412603456198,0.0777727486051345,0.077317430251202,0.0768748667308174,0.076444635816276,0.0760263309760832,0.075619560767637
"5",0.122445419982266,0.121079545421391,0.119757202383023,0.118476886588496,0.117237141004169,0.11603655533139,0.114873765365849,0.113747452246505,0.112656341612126,0.111599202681622,0.110574847272534,0.109582128770464,0.108619941060741,0.107687217432297,0.106782929462503,0.105906085890619,0.105055731486546,0.104230945920639,0.103430842639583,0.102654567752588,0.101901298931536,0.101170244328141,0.100460641510665,0.0997717564223102,0.0991028823629745,0.0984533389957392,0.0978224713791308,0.0972096490259336,0.0966142649890957,0.0960357349750623,0.0954734964846939,0.0949270079817729,0.0943957480889696,0.093879214811028,0.0933769247848334
"6",0.141039115883919,0.139465829267711,0.137942684563289,0.136467949062863,0.135039944477966,0.133657046351958,0.132317683322109,0.131020336254463,0.129763537272299,0.128545868696811,0.127365961916553,0.126222496200368,0.125114197466831,0.124039837021673,0.122998230273272,0.121988235435043,0.121008752222393,0.120058720550925,0.119137119241604,0.118242964737822,0.117375309838525,0.116533242450944,0.115715884365847,0.114922390057761,0.114151945512101,0.113403767080793,0.112677100367582,0.111971219143921,0.111285424296068,0.11061904280378,0.109971426750775,0.109341952366973,0.108730019102369,0.108135048732256,0.107556484493414
"7",0.153366963213764,0.151656159873282,0.149999881213364,0.148396243074921,0.146843420474832,0.145339646967102,0.143883213840439,0.142472469177497,0.141105816798428,0.139781715108957,0.138498675871016,0.137255262911914,0.136050090786217,0.134881823402817,0.133749172628143,0.132650896875136,0.131585799686307,0.130552728318149,0.129550572333134,0.128578262204631,0.127634767939308,0.126719097720835,0.125830296578089,0.124967445080504,0.124129658062683,0.123316083379996,0.122525900696453,0.121758320305835,0.121012581986762,0.120287953892112,0.119583731472996,0.118899236437278,0.118233815742504,0.11758684062291,0.11695770565011
"8",0.15901342229383,0.157239632891333,0.155522375585933,0.1538596968501,0.152249704510934,0.150690567087801,0.149180512960368,0.147717829393214,0.146300861440481,0.144928010751547,0.143597734296389,0.142308543027238,0.14105900049119,0.139847721406725,0.1386733702155,0.137534659619369,0.136430349111276,0.135359243507551,0.134320191488066,0.133312084149795,0.132333853578492,0.131384471442464,0.130462947611744,0.129568328805403,0.128699697269214,0.127856169485428,0.127036894916026,0.126241054780444,0.125467860868492,0.124716554388883,0.12398640485359,0.12327670899803,0.122586789736907,0.121915995155402,0.12126369753528
"9",0.158496812197497,0.156728785563331,0.155017107362192,0.153359830413262,0.151755068691018,0.150200996665024,0.148695848470668,0.147237916936944,0.145825552494657,0.14445716198598,0.143131207393956,0.141846204508504,0.140600721543532,0.139393377718087,0.138222841812851,0.137087830711909,0.135987107938422,0.134919482191687,0.133883805892039,0.132878973739105,0.131903921288129,0.130957623548309,0.130039093606458,0.129147381278709,0.128281571792477,0.127440784500427,0.126624171627805,0.125830917054141,0.125060235130017,0.124311369529343,0.123583592137334,0.122876201974206,0.122188524154407,0.121519908881092,0.120869730475383
"10",0.152915958911141,0.151210186508558,0.149558778446493,0.147959856106584,0.146411599872414,0.144912248492553,0.143460098280494,0.142053502176666,0.140690868695084,0.139370660774822,0.138091394554255,0.136851638084026,0.135650009992864,0.134485178118685,0.133355858115921,0.132260812048627,0.131198846977725,0.130168813549565,0.129169604592069,0.12820015372375,0.127259433980164,0.126346456461603,0.125460269005216,0.124599954884193,0.123764631536133,0.122953449322298,0.122165590319049,0.121400267142446,0.120656721806682,0.11993422461677,0.119232073095677,0.118549590945914,0.117886127045421,0.117241054477436,0.116613769593949
